image_path,site_id,task_label,v1_label,v2_label,split,is_valid
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE Graffiti/20250512_040225209_iOS.heic,CENTER_OF_WAIKIKI,Graffiti/Stickers,Before,After,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE Graffiti/20250428_041116900_iOS.heic,CENTER_OF_WAIKIKI,Graffiti/Stickers,After,After,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE Graffiti/20250512_042837486_iOS.heic,CENTER_OF_WAIKIKI,Graffiti/Stickers,After,After,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE Graffiti/20250512_031215474_iOS.heic,CENTER_OF_WAIKIKI,Graffiti/Stickers,After,After,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE Graffiti/20250512_032025391_iOS.heic,CENTER_OF_WAIKIKI,Graffiti/Stickers,Before,After,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE Graffiti/20250512_042802868_iOS.heic,CENTER_OF_WAIKIKI,Graffiti/Stickers,Before,After,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE Graffiti/20250512_040244920_iOS.heic,CENTER_OF_WAIKIKI,Graffiti/Stickers,Before,After,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE Graffiti/20250512_032234151_iOS.heic,CENTER_OF_WAIKIKI,Graffiti/Stickers,After,After,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE Graffiti/20250512_040614188_iOS.heic,CENTER_OF_WAIKIKI,Graffiti/Stickers,After,After,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE Graffiti/20250512_032006435_iOS.heic,CENTER_OF_WAIKIKI,Graffiti/Stickers,After,After,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE Graffiti/20250512_031918382_iOS.heic,CENTER_OF_WAIKIKI,Graffiti/Stickers,Before,After,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE Graffiti/20250428_034001866_iOS.heic,CENTER_OF_WAIKIKI,Graffiti/Stickers,Before,After,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE Graffiti/20250512_040604258_iOS.heic,CENTER_OF_WAIKIKI,Graffiti/Stickers,After,After,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE Graffiti/20250512_040235357_iOS.heic,CENTER_OF_WAIKIKI,Graffiti/Stickers,Before,After,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE Graffiti/20250512_030920797_iOS.heic,CENTER_OF_WAIKIKI,Graffiti/Stickers,Before,After,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE Graffiti/20250512_040609110_iOS.heic,CENTER_OF_WAIKIKI,Graffiti/Stickers,After,After,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE Stickers/20250516_005637686_iOS.heic,CENTER_OF_WAIKIKI,Graffiti/Stickers,After,After,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE Stickers/20250509_010601903_iOS.heic,CENTER_OF_WAIKIKI,Graffiti/Stickers,Before,After,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE Stickers/20250509_010715141_iOS.heic,CENTER_OF_WAIKIKI,Graffiti/Stickers,After,After,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE Stickers/20250509_010639585_iOS.heic,CENTER_OF_WAIKIKI,Graffiti/Stickers,Before,After,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE Stickers/20250509_010707791_iOS.heic,CENTER_OF_WAIKIKI,Graffiti/Stickers,After,After,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE Stickers/20250516_005329910_iOS.heic,CENTER_OF_WAIKIKI,Graffiti/Stickers,Before,After,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE Stickers/20250516_005332843_iOS.heic,CENTER_OF_WAIKIKI,Graffiti/Stickers,Before,After,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE Stickers/20250516_005344364_iOS.heic,CENTER_OF_WAIKIKI,Graffiti/Stickers,After,After,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE broken glass/20250512_034031907_iOS.heic,CENTER_OF_WAIKIKI,Window/Glass,Before,After,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE broken glass/20250528_015436473_iOS.heic,CENTER_OF_WAIKIKI,Window/Glass,After,After,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE broken glass/20250512_034122172_iOS.heic,CENTER_OF_WAIKIKI,Window/Glass,After,After,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE broken glass/20250512_041334236_iOS.heic,CENTER_OF_WAIKIKI,Window/Glass,Before,After,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE broken glass/20250512_041044349_iOS.heic,CENTER_OF_WAIKIKI,Window/Glass,Before,After,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE broken glass/20250523_005454762_iOS.heic,CENTER_OF_WAIKIKI,Window/Glass,After,After,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE broken glass/20250506_221209896_iOS.heic,CENTER_OF_WAIKIKI,Window/Glass,After,After,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE broken glass/20250512_041152751_iOS.heic,CENTER_OF_WAIKIKI,Window/Glass,After,After,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE broken glass/20250512_041348554_iOS.heic,CENTER_OF_WAIKIKI,Window/Glass,After,After,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE broken glass/20250523_002121684_iOS.heic,CENTER_OF_WAIKIKI,Window/Glass,Before,After,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE broken glass/20250528_014951697_iOS.heic,CENTER_OF_WAIKIKI,Window/Glass,Before,After,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE broken glass/20250506_220841366_iOS.heic,CENTER_OF_WAIKIKI,Window/Glass,Before,After,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE Landscaping/Before/20250606_001840510_iOS.heic,CENTER_OF_WAIKIKI,General Cleaning,Other,Before,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE Landscaping/Before/20250605_234447105_iOS.heic,CENTER_OF_WAIKIKI,General Cleaning,Other,Before,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE Landscaping/Before/20250605_233603971_iOS.heic,CENTER_OF_WAIKIKI,General Cleaning,Other,Before,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE Landscaping/Before/20250605_235718644_iOS.heic,CENTER_OF_WAIKIKI,General Cleaning,Other,Before,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE Landscaping/Before/20250605_234700397_iOS.heic,CENTER_OF_WAIKIKI,General Cleaning,Other,Before,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE Landscaping/Before/20250605_234444277_iOS.heic,CENTER_OF_WAIKIKI,General Cleaning,Other,Before,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE Landscaping/Before/20250606_000036415_iOS.heic,CENTER_OF_WAIKIKI,General Cleaning,Other,Before,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE Landscaping/Before/20250605_235402722_iOS.heic,CENTER_OF_WAIKIKI,General Cleaning,Other,Before,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE Landscaping/Before/20250606_001844350_iOS.heic,CENTER_OF_WAIKIKI,General Cleaning,Other,Before,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE Landscaping/Before/20250606_002256072_iOS.heic,CENTER_OF_WAIKIKI,General Cleaning,Other,Before,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE Landscaping/Before/20250606_002249557_iOS.heic,CENTER_OF_WAIKIKI,General Cleaning,Other,Before,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE Landscaping/Before/20250606_000002817_iOS.heic,CENTER_OF_WAIKIKI,General Cleaning,Other,Before,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE Landscaping/After/20250606_000352330_iOS.heic,CENTER_OF_WAIKIKI,General Cleaning,Other,After,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE Landscaping/After/20250605_235345008_iOS.heic,CENTER_OF_WAIKIKI,General Cleaning,Other,After,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE Landscaping/After/20250605_235602456_iOS.heic,CENTER_OF_WAIKIKI,General Cleaning,Other,After,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE Landscaping/After/20250605_235355411_iOS.heic,CENTER_OF_WAIKIKI,General Cleaning,Other,After,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE Landscaping/After/20250606_003736595_iOS.heic,CENTER_OF_WAIKIKI,General Cleaning,Other,After,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE Landscaping/After/20250606_003805223_iOS.heic,CENTER_OF_WAIKIKI,General Cleaning,Other,After,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE Landscaping/After/20250605_234043979_iOS.heic,CENTER_OF_WAIKIKI,General Cleaning,Other,After,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE Landscaping/After/20250605_235348509_iOS.heic,CENTER_OF_WAIKIKI,General Cleaning,Other,After,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE Landscaping/After/20250605_235852915_iOS.heic,CENTER_OF_WAIKIKI,General Cleaning,Other,After,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE Landscaping/After/20250606_003753474_iOS.heic,CENTER_OF_WAIKIKI,General Cleaning,Other,After,train,True
data/original/CENTER_OF_WAIKIKI/Center of Wakiki May/DONE Landscaping/After/20250606_003807551_iOS.heic,CENTER_OF_WAIKIKI,General Cleaning,Other,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE loading dock bird poop/Before/20250605_042934241_iOS.heic,677_ALA_MOANA,General Cleaning,Before,Before,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE loading dock bird poop/Before/20250605_044147968_iOS.heic,677_ALA_MOANA,General Cleaning,Before,Before,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE loading dock bird poop/Before/20250605_044209701_iOS.heic,677_ALA_MOANA,General Cleaning,Before,Before,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE loading dock bird poop/Before/20250605_044202165_iOS.heic,677_ALA_MOANA,General Cleaning,Before,Before,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE loading dock bird poop/Before/20250605_044143258_iOS.heic,677_ALA_MOANA,General Cleaning,Before,Before,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE loading dock bird poop/Before/20250605_044156908_iOS.heic,677_ALA_MOANA,General Cleaning,Before,Before,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE loading dock bird poop/Before/20250605_044154890_iOS.heic,677_ALA_MOANA,General Cleaning,Before,Before,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE loading dock bird poop/Before/20250605_042930671_iOS.heic,677_ALA_MOANA,General Cleaning,Before,Before,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE loading dock bird poop/Before/20250605_044211105_iOS.heic,677_ALA_MOANA,General Cleaning,Before,Before,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE loading dock bird poop/After/20250605_044021214_iOS.heic,677_ALA_MOANA,General Cleaning,After,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE loading dock bird poop/After/20250605_044019320_iOS.heic,677_ALA_MOANA,General Cleaning,After,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE loading dock bird poop/After/20250605_044014213_iOS.heic,677_ALA_MOANA,General Cleaning,After,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE 2nd floor clean up/20250621_044445836_iOS.heic,677_ALA_MOANA,Floor/Carpet,After,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE 2nd floor clean up/20250621_031158227_iOS.heic,677_ALA_MOANA,Floor/Carpet,After,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE 2nd floor clean up/20250621_035123022_iOS.heic,677_ALA_MOANA,Floor/Carpet,After,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE 2nd floor clean up/20250621_044153007_iOS.heic,677_ALA_MOANA,Floor/Carpet,Before,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE 2nd floor clean up/20250621_041650248_iOS.heic,677_ALA_MOANA,Floor/Carpet,Work_In_Progress,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE 2nd floor clean up/20250621_044148021_iOS.heic,677_ALA_MOANA,Floor/Carpet,Before,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE 2nd floor clean up/20250621_044849901_iOS.heic,677_ALA_MOANA,Floor/Carpet,Before,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE 2nd floor clean up/20250621_035051954_iOS.heic,677_ALA_MOANA,Floor/Carpet,Work_In_Progress,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE 2nd floor clean up/20250621_035043912_iOS.heic,677_ALA_MOANA,Floor/Carpet,After,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE 2nd floor clean up/20250621_044159411_iOS.heic,677_ALA_MOANA,Floor/Carpet,Before,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE 2nd floor clean up/20250621_044918450_iOS.heic,677_ALA_MOANA,Floor/Carpet,After,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE 2nd floor clean up/20250621_031154386_iOS.heic,677_ALA_MOANA,Floor/Carpet,Work_In_Progress,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE 2nd floor clean up/20250621_042204240_iOS.heic,677_ALA_MOANA,Floor/Carpet,Work_In_Progress,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE 3rd floor carpet/Before/20250708_050503000_iOS.png,677_ALA_MOANA,Floor/Carpet,Before,Before,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE 3rd floor carpet/Before/20250708_050458000_iOS.png,677_ALA_MOANA,Floor/Carpet,After,Before,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE 3rd floor carpet/Before/20250708_050455000_iOS.png,677_ALA_MOANA,Floor/Carpet,Before,Before,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE 3rd floor carpet/Before/20250708_050450000_iOS.png,677_ALA_MOANA,Floor/Carpet,Before,Before,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE 3rd floor carpet/After/20250627_043848262_iOS.heic,677_ALA_MOANA,Floor/Carpet,After,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE 3rd floor carpet/After/20250627_043831624_iOS.heic,677_ALA_MOANA,Floor/Carpet,After,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE 3rd floor carpet/After/20250627_043820837_iOS.heic,677_ALA_MOANA,Floor/Carpet,After,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE 3rd floor carpet/After/20250627_043812863_iOS.heic,677_ALA_MOANA,Floor/Carpet,After,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE Restroom drains/20250805_090725000_iOS.png,677_ALA_MOANA,Restroom,Work_In_Progress,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE Restroom drains/20250805_090747000_iOS.png,677_ALA_MOANA,Restroom,Work_In_Progress,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE Restroom drains/20250805_090706000_iOS.png,677_ALA_MOANA,Restroom,Work_In_Progress,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE Restroom drains/20250805_090557000_iOS.png,677_ALA_MOANA,Restroom,Work_In_Progress,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE Restroom drains/20250805_090622000_iOS.png,677_ALA_MOANA,Restroom,Work_In_Progress,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE Restroom drains/20250805_090716000_iOS.png,677_ALA_MOANA,Restroom,Work_In_Progress,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE Restroom drains/20250805_090658000_iOS.png,677_ALA_MOANA,Restroom,Work_In_Progress,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE Restroom drains/20250805_090632000_iOS.png,677_ALA_MOANA,Restroom,Work_In_Progress,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE Restroom drains/20250805_090512000_iOS.png,677_ALA_MOANA,Restroom,Work_In_Progress,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE 7th floor carpet/Before/20250619_042322516_iOS.heic,677_ALA_MOANA,Floor/Carpet,Before,Before,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE 7th floor carpet/Before/20250617_050225039_iOS.heic,677_ALA_MOANA,Floor/Carpet,After,Before,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE 7th floor carpet/Before/20250620_031227284_iOS.heic,677_ALA_MOANA,Floor/Carpet,Before,Before,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE 7th floor carpet/Before/20250620_031231685_iOS.heic,677_ALA_MOANA,Floor/Carpet,After,Before,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE 7th floor carpet/Before/20250619_042328512_iOS.heic,677_ALA_MOANA,Floor/Carpet,After,Before,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE 7th floor carpet/Before/20250619_042336427_iOS.heic,677_ALA_MOANA,Floor/Carpet,Before,Before,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE 7th floor carpet/Before/20250620_031240245_iOS.heic,677_ALA_MOANA,Floor/Carpet,After,Before,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE 7th floor carpet/Before/20250617_050230741_iOS.heic,677_ALA_MOANA,Floor/Carpet,Before,Before,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE 7th floor carpet/After/20250617_053924404_iOS.heic,677_ALA_MOANA,Floor/Carpet,After,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE 7th floor carpet/After/20250620_034113605_iOS.heic,677_ALA_MOANA,Floor/Carpet,After,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE 7th floor carpet/After/20250619_050851985_iOS.heic,677_ALA_MOANA,Floor/Carpet,After,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE 7th floor carpet/After/20250620_034104942_iOS.heic,677_ALA_MOANA,Floor/Carpet,After,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE 7th floor carpet/After/20250620_034059967_iOS.heic,677_ALA_MOANA,Floor/Carpet,After,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE 7th floor carpet/After/20250619_050909296_iOS.heic,677_ALA_MOANA,Floor/Carpet,After,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE 7th floor carpet/After/20250617_053929115_iOS.heic,677_ALA_MOANA,Floor/Carpet,After,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE 7th floor carpet/After/20250619_050858707_iOS.heic,677_ALA_MOANA,Floor/Carpet,After,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE Garage sweeping/Before/20250610_031736174_iOS.heic,677_ALA_MOANA,General Cleaning,Before,Before,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE Garage sweeping/After/20250610_031749878_iOS.heic,677_ALA_MOANA,General Cleaning,After,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE Clean vacant 108/8 (1).heic,677_ALA_MOANA,Vacant Unit,After,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE Clean vacant 108/2 (3).heic,677_ALA_MOANA,Vacant Unit,After,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE Clean vacant 108/2 (1).heic,677_ALA_MOANA,Vacant Unit,Before,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE Clean vacant 108/3 (1).heic,677_ALA_MOANA,Vacant Unit,After,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE Clean vacant 108/20250624_031952612_iOS.heic,677_ALA_MOANA,Vacant Unit,After,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE Clean vacant 108/20250624_043426695_iOS.heic,677_ALA_MOANA,Vacant Unit,Work_In_Progress,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE Clean vacant 108/20250624_041949933_iOS.heic,677_ALA_MOANA,Vacant Unit,After,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE Clean vacant 108/5 (2).heic,677_ALA_MOANA,Vacant Unit,Before,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE Clean vacant 108/4 (2).heic,677_ALA_MOANA,Vacant Unit,Before,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE Clean vacant 108/20250624_043421023_iOS.heic,677_ALA_MOANA,Vacant Unit,Work_In_Progress,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE Clean vacant 108/8 (2).heic,677_ALA_MOANA,Vacant Unit,After,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE Clean vacant 108/3 (2).heic,677_ALA_MOANA,Vacant Unit,Before,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE Clean vacant 108/5 (1).heic,677_ALA_MOANA,Vacant Unit,After,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE Clean vacant 108/4 (1).heic,677_ALA_MOANA,Vacant Unit,After,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE Clean vacant 108/6 (2).heic,677_ALA_MOANA,Vacant Unit,Before,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE Clean vacant 108/7 (2).heic,677_ALA_MOANA,Vacant Unit,Before,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE Clean vacant 108/20250624_043350511_iOS.heic,677_ALA_MOANA,Vacant Unit,Work_In_Progress,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE Clean vacant 108/1 (1).heic,677_ALA_MOANA,Vacant Unit,After,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE Clean vacant 108/6 (1).heic,677_ALA_MOANA,Vacant Unit,Before,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE Clean vacant 108/7 (1).heic,677_ALA_MOANA,Vacant Unit,After,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE Clean vacant 108/1 (2).heic,677_ALA_MOANA,Vacant Unit,Work_In_Progress,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE Clean vacant 108/20250624_044324781_iOS.heic,677_ALA_MOANA,Vacant Unit,Work_In_Progress,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE 8th floor carpet/Before/20250617_042649533_iOS.heic,677_ALA_MOANA,Floor/Carpet,Before,Before,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE 8th floor carpet/Before/20250619_032125116_iOS.heic,677_ALA_MOANA,Floor/Carpet,Before,Before,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE 8th floor carpet/Before/20250619_032139492_iOS.heic,677_ALA_MOANA,Floor/Carpet,After,Before,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE 8th floor carpet/Before/20250619_032144085_iOS.heic,677_ALA_MOANA,Floor/Carpet,After,Before,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE 8th floor carpet/Before/20250617_042655649_iOS.heic,677_ALA_MOANA,Floor/Carpet,After,Before,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE 8th floor carpet/After/20250617_045951707_iOS.heic,677_ALA_MOANA,Floor/Carpet,After,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE 8th floor carpet/After/20250619_041333687_iOS.heic,677_ALA_MOANA,Floor/Carpet,After,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE 8th floor carpet/After/20250619_041353479_iOS.heic,677_ALA_MOANA,Floor/Carpet,After,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE 8th floor carpet/After/20250619_041309625_iOS.heic,677_ALA_MOANA,Floor/Carpet,After,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE 8th floor carpet/After/20250617_045944813_iOS.heic,677_ALA_MOANA,Floor/Carpet,After,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE Stairs/Before/20250606_041616663_iOS.heic,677_ALA_MOANA,General Cleaning,Work_In_Progress,Before,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE Stairs/Before/20250606_035039164_iOS.heic,677_ALA_MOANA,General Cleaning,Work_In_Progress,Before,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE Stairs/Before/20250606_042130254_iOS.heic,677_ALA_MOANA,General Cleaning,Before,Before,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE Stairs/Before/20250606_035144286_iOS.heic,677_ALA_MOANA,General Cleaning,Before,Before,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE Stairs/After/20250614_031652974_iOS.heic,677_ALA_MOANA,General Cleaning,Work_In_Progress,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE Stairs/After/20250606_042206398_iOS.heic,677_ALA_MOANA,General Cleaning,After,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE Stairs/After/20250606_035201825_iOS.heic,677_ALA_MOANA,General Cleaning,After,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE Clean vacant suite 500/20250604_032123391_iOS.heic,677_ALA_MOANA,Vacant Unit,Before,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE Clean vacant suite 500/20250604_034359573_iOS.heic,677_ALA_MOANA,Vacant Unit,After,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE Clean vacant suite 500/20250604_034401488_iOS.heic,677_ALA_MOANA,Vacant Unit,After,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE Clean vacant suite 500/20250604_032026418_iOS.heic,677_ALA_MOANA,Vacant Unit,Before,After,train,True
data/original/677_ALA_MOANA/677 Ala Moana JUNE/DONE Clean vacant suite 500/20250604_034301799_iOS.heic,677_ALA_MOANA,Vacant Unit,Work_In_Progress,After,train,True
